Date,Close,High,Low,Open,Volume,EMA9,EMA20,EMA50,EMA100,VWAP,MACD,Signal,RSI,HA_Open,HA_High,HA_Low,HA_Close,Buy_Signal,Sell_Signal
2024-12-26,118.82928466796875,120.04876545279046,117.7197575687385,117.94966280937699,2188900,118.82928466796875,118.82928466796875,118.82928466796875,118.82928466796875,118.86593589649924,0.0,0.0,,118.38947373867288,120.04876545279046,117.7197575687385,118.63686762471868,0,0
2024-12-27,115.06089782714844,117.94966442196815,113.431595886052,117.02006082952907,3813100,118.0756072998047,118.47039068312871,118.68150479185815,118.75466314636834,116.71529126051055,-0.30061205567797344,-0.06012241113559469,,118.51317068169578,118.51317068169578,113.431595886052,115.8655547411744,0,0
2024-12-30,116.1104507446289,118.1495737861355,112.18212694577785,112.28208276135918,3663200,117.68257598876956,118.24563449850969,118.58067914294719,118.70230250474974,116.24737628211255,-0.4489835240519824,-0.13789463371887223,,117.1893627114351,118.1495737861355,112.18212694577785,114.68105855947536,0,0
2024-12-31,113.56153869628906,116.45030531680355,113.34163132014359,116.3403516287308,3431600,116.85836853027347,117.79953013639344,118.38385010582334,118.6005052016119,115.77673451222579,-0.7634443703772291,-0.26300458105054364,,115.93521063545523,116.45030531680355,113.34163132014359,114.92345674049176,0,0
2025-01-02,118.2495346069336,120.15571873557107,114.83098783115908,114.97092749509923,4808000,117.13660174560549,117.84238770501631,118.37858283135708,118.59355528884599,116.30538658613204,-0.6271454238242029,-0.33583274960527554,,115.4293336879735,120.15571873557107,114.83098783115908,117.05179216719074,0,0
2025-01-03,125.61638641357422,126.05620114666826,119.03919166021228,119.19912706357003,7696700,118.83255867919925,118.58276853440277,118.66241826595385,118.73262125171189,118.48955996547345,0.07445754649864966,-0.2537746903844905,,116.24056292758212,126.05620114666826,116.24056292758212,122.4777265710062,0,0
2025-01-06,134.02281188964844,135.03237559751452,131.04408723742802,131.2439988797812,9688500,121.8706093212891,120.05324885394998,119.26478664335363,119.03539730394826,122.57384746894688,1.2938960079882946,0.055759449290066515,,119.35914474929416,135.03237559751452,119.35914474929416,132.83581840109304,0,0
2025-01-07,130.5842742919922,135.2722761911045,125.95625198537688,134.94241512386145,7258000,123.61334231542972,121.05620365757305,119.70868811977083,119.26408793737487,123.94370712178863,1.9602519628125776,0.4366579519945688,,126.0974815751936,135.2722761911045,125.95625198537688,131.68880439808376,0,0
2025-01-08,129.21485900878906,130.55428371792647,125.14658790813048,130.14445495919225,4115800,124.7336456541016,121.83321845292696,120.08147913502644,119.46113290908605,124.32839957312011,2.3507455576722265,0.8194754731301004,,128.89314298663868,130.55428371792647,125.14658790813048,128.76504639850958,0,0
2025-01-10,128.875,129.17487509106988,122.08790285844606,128.02537170296287,5205600,125.56191652328128,122.50386431455296,120.4263230905156,119.64754611880711,124.567676593486,2.6027874497224417,1.1761378684485688,,128.82909469257413,129.17487509106988,122.08790285844606,127.0407874131197,0,0
2025-01-13,123.95709991455078,124.63681013403777,118.64935995571125,123.19242687089539,6856600,125.24095320153519,122.64226770502894,120.56478492675227,119.73288381773273,124.31627182739031,2.3782836551991977,1.4165670257986946,,127.93494105284691,127.93494105284691,118.64935995571125,122.60892421879879,0,0
2025-01-14,128.89498901367188,130.824173638799,125.65637327936892,126.07619228404636,6231600,125.97176036396255,123.23776497251875,120.89145959682754,119.9143116433949,124.71365079025304,2.5691931043749747,1.6470922415139508,,125.27193263582285,130.824173638799,125.27193263582285,127.86293205397155,0,0
2025-01-15,131.94369506835938,133.4330649959368,128.81502529699355,132.40350556520704,4268100,127.16614730484193,124.06690117212263,121.32488059571115,120.15251725577042,125.12572780927383,2.9326891033410476,1.9042116138793705,,126.5674323448972,133.4330649959368,126.5674323448972,131.6488227316242,0,0
2025-01-16,132.53343200683594,136.16188829017946,131.56085515239667,133.80289448169455,4427700,128.23960424524074,124.87323744209533,121.76443163144154,120.39768388450439,125.62426425599136,3.231102999579363,2.169589891019369,64.74510165757721,129.1081275382607,136.16188829017946,129.1081275382607,133.51476748277665,0,0
2025-01-17,135.82203674316406,137.24142912281587,132.5434372530963,134.43761784033435,4915100,129.7560907448254,125.9159802326733,122.31571026327379,120.70311661437884,126.22344851680286,3.6904202134950452,2.4737559555145046,67.07513145543794,131.3114475105187,137.24142912281587,131.3114475105187,135.01113023985263,0,0
2025-01-21,143.06895446777344,143.4187960280341,135.49218579707644,141.07979778797585,7427400,132.41866348941502,127.54959682649236,123.12956297717574,121.14600449266388,127.4703205741942,4.586329755551716,2.896270715521947,76.30491607814363,133.16128887518568,143.4187960280341,133.16128887518568,140.76493352021495,0,0
2025-01-22,148.526611328125,154.7239635029854,147.6169958522491,150.01598121986862,9963900,135.64025305715703,129.54740773140975,124.12552565760512,121.68819472702944,129.8396974939192,5.6713559582104835,3.4512877640596544,78.11686251662486,136.9631111977003,154.7239635029854,136.9631111977003,150.22088797580705,0,0
2025-01-23,153.42453002929688,155.19376400454564,146.48748804044666,147.39710351498834,7579300,139.197108451585,131.82141937882756,125.27450622120088,122.31663701024264,131.4400629482216,6.847534036646749,4.130537018577074,83.22225172529384,143.59199958675367,155.19376400454564,143.59199958675367,150.62572139731938,0,0
2025-01-24,146.25758361816406,155.77351117088674,145.3479681859499,154.19418340738898,8530300,140.6092034849008,133.19629216352627,126.09737200147394,122.79071516089455,132.78627673478005,7.119284281409335,4.728286471143527,72.4159917269432,147.1088604920365,155.77351117088674,145.3479681859499,150.39331159559742,0,0
2025-01-27,102.55622863769531,121.42817918583211,99.06771963004563,117.00006874802091,47118800,132.9986085154597,130.2781908753519,125.17418990877675,122.39003225944506,125.35615845220038,3.764914596882136,4.535612096291249,38.33080906451228,148.75108604381697,148.75108604381697,99.06771963004563,110.0130490503985,0,1
2025-01-28,106.50454711914062,106.95435209149946,97.45840494318875,104.13555545357282,24199200,127.6997962361959,128.0140343271413,124.44204705428122,122.07546819726082,122.49044680903381,1.4089077474461078,3.9102712265222213,35.41688701804503,129.38206754710774,129.38206754710774,97.45840494318875,103.7632149018504,0,0
2025-01-29,110.41287994384766,112.61694118290328,105.99476722227706,108.89353168876032,17317300,124.24241297772626,126.33773390968477,123.89188363818579,121.84452585560906,121.38468638960232,-0.14124665566754402,3.0999676500842686,39.3632732814089,116.57264122447907,116.57264122447907,105.99476722227706,109.47953000944707,0,0
2025-01-30,114.55110931396484,119.68891594395613,111.39246135763912,115.9005318693033,13358600,122.30415224497398,125.21519823390192,123.52557876272614,121.70010176567551,120.99940739485356,-1.0240302792296632,2.275168064221482,42.48693799119591,113.02608561696307,119.68891594395613,111.39246135763912,115.38325462121585,0,0
2025-01-31,116.97007751464844,121.13529974647251,113.65149408623908,117.99964453670796,11211100,121.23733729890888,124.42994864159206,123.26850028240938,121.60643791912052,120.81292680589043,-1.511033885336559,1.517927674309874,44.027679625610546,114.20467011908946,121.13529974647251,113.65149408623908,117.439128971017,0,0
2025-02-03,112.55196380615234,114.30321531243384,104.95520745821432,105.70488751148729,10950400,119.50026260035759,123.29871199059781,122.84824395000715,121.42714140203203,120.33965845597533,-2.227811777005911,0.768779784046717,44.249570783686366,115.82189954505323,115.82189954505323,104.95520745821432,109.37881852207195,0,0
2025-02-04,111.20254516601562,113.69148089553575,109.50327336899099,112.95179868548104,7636300,117.8407191134892,122.14669610254236,122.3915498800467,121.22467414983369,120.06178018297396,-2.8716476602676693,0.04069429518383971,40.744618351564846,112.6003590335626,113.69148089553575,109.50327336899099,111.83727452900584,0,0
2025-02-05,118.98921966552734,119.34806767896296,113.49156590941891,114.22125022822767,8100300,118.07041922389683,121.8459840609219,122.25812516575184,121.18040772440187,119.97222935754885,-2.72219293453999,-0.5118831507609263,43.54324262146094,112.21881678128422,119.34806767896296,112.21881678128422,116.51252587053422,0,0
2025-02-06,119.50899505615234,121.2882345146568,117.49985798283795,119.60895849856357,5610600,118.35813439034794,121.62341367951527,122.15031614184596,121.14731044384249,119.96046962865506,-2.532613070577682,-0.9160291347242775,43.503842010471395,114.36567132590922,121.2882345146568,114.36567132590922,119.47651151305267,0,0
2025-02-07,121.32821655273438,123.9770875880965,119.41903532423039,120.94838140612548,6041100,118.95215082282523,121.5952996674409,122.11807694227296,121.15089274302845,119.99746403184339,-2.210097068366153,-1.1748427214526527,42.663425763940864,116.92109141948094,123.9770875880965,116.92109141948094,121.41818021779669,0,0
2025-02-10,125.70635223388672,126.47102527062603,120.7284733735278,120.7284733735278,7773300,120.30299110503753,121.98682848329288,122.25879362037546,121.24109986165931,120.12075710419839,-1.5829743106627348,-1.2564690392946691,40.94840399640665,119.16963581863882,126.47102527062603,119.16963581863882,123.4085810628921,0,0
2025-02-11,123.19742584228516,124.80673968244596,120.15872168527778,123.532282027815,9012300,120.88187805248707,122.10212346986359,122.29560272711701,121.27983898998853,120.20433035263862,-1.2737414997047694,-1.2599235313766892,36.376347747469595,121.28910844076546,124.80673968244596,120.15872168527778,122.92379230945598,0,0
2025-02-12,111.19254302978516,115.95051455548455,110.69775907685117,111.03261525116342,21298100,118.9440110479467,121.06311580890373,121.8601886213393,121.08009055513301,119.66846780509744,-1.9746039775900641,-1.4028596206193642,28.898207772006472,122.10645037511071,122.10645037511071,110.69775907685117,112.21835797832108,0,0
2025-02-13,109.23338317871094,114.45115770198836,105.77486002704529,112.95179755742083,14407500,117.00188547409955,119.93647460602823,121.36501978045192,120.84550229025336,119.21958217765581,-2.6574964030549495,-1.6537869771064813,30.48471917555146,117.1624041767159,117.1624041767159,105.77486002704529,110.60279961629135,0,0
2025-02-14,108.00390625,109.25337296910625,105.81483811776117,109.25337296910625,7157300,115.20228962927965,118.80003952450173,120.84105454396362,120.5912132597533,118.96432257661313,-3.2603191534667104,-1.9750934123785273,55.199392650052026,113.88260189650362,113.88260189650362,105.81483811776117,108.08137257649342,0,0
2025-02-18,109.91309356689453,113.32164262743927,108.93351587507034,110.96264871998909,6717700,114.14445041680264,117.95366371901532,120.4125070546668,120.37976534504323,118.79654112043076,-3.5431617029719007,-2.2887070704972023,53.38495311381743,110.98198723649853,113.32164262743927,108.93351587507034,110.78272519734831,0,0
2025-02-19,107.79399108886719,110.33290842336145,106.62449204880677,109.81313361427009,5945000,112.87435855121556,116.98607584947742,119.91766329130212,120.13054209244567,118.60990255528127,-3.8934292918232103,-2.6096515147624038,47.30341013590298,110.88235621692343,110.88235621692343,106.62449204880677,108.64113129382638,0,0
2025-02-20,104.78528594970703,110.55782411320396,102.62620365043061,108.95350538031327,9035800,111.25654403091387,115.8240958590231,119.32423672888663,119.82667563417361,118.27933394007427,-4.36349656721724,-2.960420525253371,39.70495979225031,109.76174375537491,110.55782411320396,102.62620365043061,106.73070477341372,0,0
2025-02-21,95.94905090332031,104.95520959534483,94.52965847049497,104.95520959534483,15635300,108.19504540539518,113.93123443467046,118.40756277494286,119.35385138207751,117.42075332904297,-5.386941284491627,-3.4457246771010226,30.480787595517953,108.24622426439431,108.24622426439431,94.52965847049497,100.09728214112623,0,0
2025-02-24,90.98117065429688,96.9586231482142,88.70214444377899,96.9586231482142,17153500,104.75227045517553,111.74551407463488,117.33201798589792,118.79201612014126,116.27611890038636,-6.523693931457871,-4.061318527972393,30.1727304539548,104.17175320276027,104.17175320276027,88.70214444377899,93.40014034862607,0,0
2025-02-25,91.86079406738281,94.20978995754189,84.65387099743864,88.96202977423053,20420600,102.173975177617,109.85173121680135,116.33314645968164,118.25872459434406,114.94090149957087,-7.269798622692861,-4.703014546916487,32.06672365335007,98.78594677569316,98.78594677569316,84.65387099743864,89.92162119914846,0,0
2025-02-26,98.56793212890625,101.75657366819622,96.98860434994873,100.61706061911035,15843700,101.45276656787485,108.77708368462086,115.63647138788653,117.86880791186015,114.3348598242254,-7.236464519776021,-5.209704541488394,30.679022887988594,94.35378398742081,101.75657366819622,94.35378398742081,99.48254269154039,0,0
2025-02-27,92.3705825805664,104.16254718290962,91.90078185716565,103.65575968091505,12551000,99.63632977041317,107.214559769949,114.72408359152104,117.36389255876522,113.7996403096241,-7.622256687788223,-5.692214970748361,26.814693588521536,96.9181633394806,104.16254718290962,91.90078185716565,98.02241782538918,0,0
2025-02-28,95.12940216064453,96.03901764878174,90.96118275899498,91.47096734713935,9527600,98.73494424845944,106.06359237858666,113.95566471187882,116.92360562018857,113.36800767508016,-7.617575409184283,-6.077287058435545,27.971091640945446,97.4702905824349,97.4702905824349,90.96118275899498,93.40014247889015,0,0
2025-03-03,85.37356567382812,94.85951487331803,84.06411936596677,93.62004602284544,15779700,96.06266853353318,104.09311364480013,112.83479808293566,116.29885235392399,112.48559683729225,-8.305341131059023,-6.522897872960241,18.8993357228657,95.43521653066253,95.43521653066253,84.06411936596677,89.47931148398959,0,0
2025-03-04,86.3531494140625,88.92205286595723,78.96630225614241,82.07497628416532,17251800,94.12076470963905,102.40359324187273,111.79630205670534,115.70586813729307,111.46552850231093,-8.671397724405907,-6.952597843249375,20.903062808856333,92.45726400732606,92.45726400732606,78.96630225614241,84.07912020508186,0,0
2025-03-05,87.85250854492188,89.22192689554755,83.7542589888488,86.17322486997729,8103200,92.86711347669562,101.01777565168692,110.8573297621256,115.1543164621966,111.04913968415705,-8.739767857194238,-7.310031846038347,27.900815695378185,88.26819210620397,89.22192689554755,83.7542589888488,86.75047982482388,0,0
2025-03-06,82.0050048828125,85.44353991275318,80.56561670727639,82.6147452834971,10284400,90.694691757919,99.20703557846078,109.72586604136823,114.49789445072365,110.4504901811795,-9.160203235049153,-7.680066123840509,25.987306007940546,87.50933596551393,87.50933596551393,80.56561670727639,82.65722669658479,0,0
2025-03-07,85.00372314453125,85.46352599498151,79.75596277641836,82.00500293418102,9677300,89.55649803524145,97.85433915618178,108.75637024149228,113.91385145456142,109.92412846864158,-9.146000399270761,-7.97325297892656,30.329969607719036,85.08328133104936,85.46352599498151,79.75596277641836,83.05705371252803,0,0
2025-03-10,77.9867172241211,82.43482365291112,76.06753803013333,81.22033794540278,14742900,87.24254187301737,95.96218468646171,107.54971718198753,113.20242305395865,109.02865219629388,-9.590406052647793,-8.296683593670807,24.889932604647143,84.0701675217887,84.0701675217887,76.06753803013333,79.42735421314208,0,0
2025-03-11,83.08454132080078,85.3135856668989,78.08667446713196,78.91631456897488,10287600,86.41094176257405,94.73574246116067,106.59029852076452,112.60602935627236,108.4993768540174,-9.422630712935728,-8.521873017523792,31.435866060135623,81.74876086746539,85.3135856668989,78.08667446713196,81.35027900595163,0,0
2025-03-12,85.34357452392578,89.4818078081313,82.81465503092686,88.86207717812071,9870900,86.1974683148444,93.84125027666211,105.75709365814339,112.06617876553283,108.07976052614161,-9.0035946133344,-8.618217336685914,35.22709195866611,81.54951993670852,89.4818078081313,81.54951993670852,86.62552863527617,0,0
2025-03-13,83.05455017089844,85.09368082265995,79.8779121276553,84.2140589758008,8079800,85.56888468605521,92.81394550468461,104.86679783511418,111.49169107058957,107.69976435203613,-8.755285143365924,-8.645630898021917,39.11942782920577,84.08752428599234,85.09368082265995,79.8779121276553,83.06005052425363,0,0
2025-03-14,87.41268920898438,87.82251795616803,83.56433321335645,86.78296072370917,7348500,85.93764559064104,92.29954014318935,104.18232298703066,111.01487915253799,107.4120984251618,-8.113307542564783,-8.53916622693049,46.957554803666376,83.57378740512299,87.82251795616803,83.56433321335645,86.39562527555451,1,0
2025-03-17,89.04199981689453,90.68129957386732,86.54306633051652,86.78296180988967,7248000,86.55851643589173,91.98929820735175,103.58858482349592,110.57977263104009,107.16834993628936,-7.387900797801109,-8.308913141104615,47.627063670724695,84.98470634033875,90.68129957386732,84.98470634033875,88.26233188279201,0,0
2025-03-18,84.66000366210938,88.16500091552734,84.05999755859375,87.86000061035156,6148800,86.17881388113526,91.2912701554239,102.8462875230494,110.06650987918007,106.93222624455898,-7.0849305252448715,-8.064116617932665,37.814920803067935,86.62351911156537,88.16500091552734,84.05999755859375,86.18625068664551,0,0
2025-03-19,89.16999816894531,91.19000244140625,84.66000366210938,85.79000091552734,7165400,86.77705073869727,91.08924425194975,102.30996245033944,109.65271756808632,106.6977157807562,-6.40704906300742,-7.732703106947617,47.11045482679618,86.40488489910544,91.19000244140625,84.66000366210938,87.70250129699707,0,0
2025-03-20,89.08000183105469,90.80599975585938,86.51799774169922,86.87999725341797,5474100,87.23764095716876,90.89788783091213,101.79114046526945,109.24533705844212,106.52690962437111,-5.8101097441857945,-7.348184434395253,44.26198188773557,87.05369309805126,90.80599975585938,86.51799774169922,88.32099914550781,0,0
2025-03-21,88.62999725341797,89.11000061035156,85.75,87.05999755859375,5240900,87.5161122164186,90.68189825210315,101.27501720205959,108.83711250784758,106.3576119966229,-5.3121079678927146,-6.940969141094746,53.75100162456958,87.68734612177954,89.11000061035156,85.75,87.63749885559082,0,0
2025-03-24,93.69000244140625,94.19999694824219,90.55999755859375,92.0,6225200,88.75089026141615,90.96838436537011,100.97756564281829,108.53716973425469,106.21352280997306,-4.457751655596894,-6.4443256439951755,57.724968574961245,87.66242248868518,94.19999694824219,87.66242248868518,92.61249923706055,0,0
2025-03-25,91.58000183105469,94.0199966430664,89.51000213623047,92.94999694824219,6847700,89.31671257534386,91.02663364781627,100.60903372863149,108.20138423122103,106.04564513608968,-3.905902722793769,-5.936641059754894,53.87484942993547,90.13746086287287,94.0199966430664,89.51000213623047,92.01499938964844,0,0
2025-03-26,80.7300033569336,86.58000183105469,80.0999984741211,85.69999694824219,13493698,87.5993707316618,90.04600219154173,99.82946391013354,107.65739649113613,105.5201367991718,-4.294557679669438,-5.608224383737803,48.79945736107773,91.07623012626065,91.07623012626065,80.0999984741211,83.27750015258789,0,0
